Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2001-07-01,2.3910222960282335,1.9975992432020862,1.532349602724177,4.696,8.5,21.62,267.53,4.2543,3.75,5.163477419354839,5.008064516129032,Baja
2001-08-01,2.3910222960282335,1.9975992432020862,1.532349602724177,4.696,8.5,24.92,272.39,4.2208,3.79,4.851306451612904,5.0,Estable
2001-09-01,2.3910222960282335,1.9975992432020862,1.532349602724177,4.696,8.5,31.93,283.42,4.353,3.79,4.788406666666666,4.548387096774194,Baja
2001-10-01,2.3910222960282335,1.9975992432020862,1.532349602724177,4.696,8.5,33.56,283.06,4.4012,3.52,4.579141935483871,4.116666666666666,Baja
2001-11-01,2.3910222960282335,1.9975992432020862,1.532349602724177,4.696,8.5,23.84,276.16,4.1226,3.46,3.59957,4.0,Estable
2001-12-01,2.3910222960282335,1.9975992432020862,1.532349602724177,4.696,8.5,23.8,275.85,4.3695,3.4,4.553238709677419,4.0,Estable
2002-01-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,21.09,281.51,4.5149,3.06,3.7378612903225807,4.0,Estable
2002-02-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,21.59,295.5,4.4232,3.03,4.000560714285714,4.0,Estable
2002-03-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,17.4,294.06,4.5393,2.97,3.9782225806451614,4.0,Estable
2002-04-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,21.91,302.68,4.5757,2.81,3.6855566666666655,4.0,Estable
2002-05-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,19.98,314.49,4.6992,2.83,3.901967741935484,4.0,Estable
2002-06-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,25.4,321.18,4.9044,2.9,3.522186666666667,4.0,Estable
2002-07-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,32.03,313.29,4.9186,2.95,3.746958064516129,4.0,Estable
2002-08-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,32.64,310.26,4.5403,3.01,4.133470967741936,4.0,Estable
2002-09-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,39.69,319.14,4.5536,3.08,3.770506666666667,4.0,Estable
2002-10-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,31.14,316.56,4.4013,3.28,4.0523612903225805,4.0,Estable
2002-11-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,27.5,319.07,4.5108,3.34,3.6442133333333335,4.0,Estable
2002-12-01,1.7090273625856467,1.2793654372253993,1.52040245947455,5.037,8.5,28.62,331.92,4.6313,3.36,4.331099999999999,4.0,Estable
2003-01-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,31.17,356.859,4.8062,3.61,3.8118838709677423,3.794642857142857,Baja
2003-02-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,29.63,358.97,4.6551,3.67,3.686821428571428,3.75,Estable
2003-03-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,29.15,340.55,4.5283,3.74,3.77908064516129,3.75,Estable
2003-04-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,21.21,328.18,4.4932,4.03,3.50973,3.75,Estable
2003-05-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,19.47,355.683,4.7413,4.04,3.6145193548387096,3.75,Estable
2003-06-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,19.52,356.352,4.5262,4.05,3.6673066666666663,3.572580645161291,Baja
2003-07-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,19.49,351.02,4.797,4.04,3.197509677419355,3.5000000000000004,Estable
2003-08-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,18.63,359.768,4.9893,3.98,3.408535483870968,3.5000000000000004,Estable
2003-09-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,22.72,378.945,5.1708,3.97,3.51023,3.5000000000000004,Estable
2003-10-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,16.1,378.92,5.0022,3.88,3.368312903225806,3.7083333333333335,Sube
2003-11-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,16.32,389.91,5.1777,3.9,3.59075,3.75,Estable
2003-12-01,3.2185161266961693,2.7390055443689443,1.37650038542013,4.807,8.5,18.31,406.953,5.6276,3.97,3.733470967741936,3.75,Estable
2004-01-01,2.3260185332599104,1.7454946887385026,1.390397566804219,4.594,8.5,16.63,413.788,6.3005,3.87,3.6369451612903223,3.9655172413793114,Sube
2004-02-01,2.3260185332599104,1.7454946887385026,1.390397566804219,4.594,8.5,14.55,404.878,6.4406,3.89,4.038710344827586,4.0,Estable
2004-03-01,2.3260185332599104,1.7454946887385026,1.390397566804219,4.594,8.5,16.74,406.667,7.2254,3.86,3.918667741935484,4.0,Estable
2004-04-01,2.3260185332599104,1.7454946887385026,1.390397566804219,4.594,8.5,17.19,403.26,7.1486,3.92,3.85075,4.209677419354839,Sube
2004-05-01,2.3260185332599104,1.7454946887385026,1.390397566804219,4.594,8.5,15.5,383.779,5.8674,3.95,4.21168064516129,4.425,Sube
