Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2002-07-01,1.7004473264372377,0.761236856075298,1.586031626506012,5.783,9.5,32.03,313.29,4.9186,2.98,1.729032258064516,1.7432258064516128,Estable
2002-08-01,1.7004473264372377,0.761236856075298,1.586031626506012,5.783,9.5,32.64,310.26,4.5403,3.09,1.7432258064516128,1.7506666666666668,Estable
2002-09-01,1.7004473264372377,0.761236856075298,1.586031626506012,5.783,9.5,39.69,319.14,4.5536,3.57,1.7506666666666668,1.7548387096774194,Estable
2002-10-01,1.7004473264372377,0.761236856075298,1.586031626506012,5.783,9.5,31.14,316.56,4.4013,4.12,1.7548387096774194,1.336,Baja
2002-11-01,1.7004473264372377,0.761236856075298,1.586031626506012,5.783,9.5,27.5,319.07,4.5108,4.04,1.336,1.2383870967741937,Estable
2002-12-01,1.7004473264372377,0.761236856075298,1.586031626506012,5.783,9.5,28.62,331.92,4.6313,4.74,1.2383870967741937,1.2351612903225806,Estable
2003-01-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,31.17,356.859,4.8062,5.405869,1.2351612903225806,1.2621428571428572,Estable
2003-02-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,29.63,358.97,4.6551,7.773684,1.2621428571428572,1.2529032258064516,Estable
2003-03-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,29.15,340.55,4.5283,5.946857,1.2529032258064516,1.258,Estable
2003-04-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,21.21,328.18,4.4932,5.289318,1.258,1.259032258064516,Estable
2003-05-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,19.47,355.683,4.7413,5.838044,1.259032258064516,1.2226666666666666,Estable
2003-06-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,19.52,356.352,4.5262,5.771905,1.2226666666666666,1.011290322580645,Baja
2003-07-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,19.49,351.02,4.797,5.005,1.011290322580645,1.029032258064516,Estable
2003-08-01,2.795605963200831,1.9158824750841408,2.270094973361147,5.989,9.5,18.63,359.768,4.9893,4.970714,1.029032258064516,1.01,Estable
